,archor,url
1022,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1023,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1024,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1025,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1026,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1027,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1028,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1029,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1030,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1031,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1032,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1033,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1034,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1035,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1036,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1037,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1038,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1039,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1040,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1041,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1042,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1043,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1044,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1045,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1046,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1047,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1048,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1049,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1050,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1051,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1052,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1053,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1054,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1055,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1056,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1057,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1058,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1059,讲师,http://cc.nankai.edu.cn/js/list.htm
1060,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1061,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1062,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1063,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1064,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1065,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1066,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1067,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1068,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1069,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1070,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1071,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1072,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1073,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1074,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1075,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1076,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1077,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1078,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1079,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1080,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1081,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1082,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1083,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1084,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1085,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1086,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1087,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1088,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1089,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1090,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1091,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1092,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1093,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1094,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1095,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1096,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1097,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1098,讲师,http://cc.nankai.edu.cn/js/list.htm
1099,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1100,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1101,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1102,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1103,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1104,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1105,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1106,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1107,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1108,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1109,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1110,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1111,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1112,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1113,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1114,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1115,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1116,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1117,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1118,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1119,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1120,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1121,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1122,计算机科学与技术系,http://cc.nankai.edu.cn/13282/list.htm
1123,公共计算机基础教学部,http://cc.nankai.edu.cn/13283/list.htm
1124,实验教学中心,http://cc.nankai.edu.cn/13284/list.htm
1125,国家级虚拟仿真实验教学中心,http://cc.nankai.edu.cn/13285/list.htm
1126,大数据技术研究所,http://cc.nankai.edu.cn/13286/list.htm
1127,机器智能研究所,http://cc.nankai.edu.cn/13287/list.htm
1128,系统与网络研究所,http://cc.nankai.edu.cn/13288/list.htm
1129,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1130,前往并行与分布式软件实验室,http://nbjl.nankai.edu.cn/
1131,前往数据库与信息系统实验室,http://dbis.nankai.edu.cn
1132,前往南开大学计算机视觉实验室,http://cv.nankai.edu.cn/
1133,前往南开大学媒体计算实验室,http://mc.nankai.edu.cn/
1134,前往南开大学智能计算系统研究室,http://ics.nankai.edu.cn/
1135,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1136,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1137,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1138,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1139,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1140,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1141,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1142,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1143,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1144,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1145,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1146,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1147,讲师,http://cc.nankai.edu.cn/js/list.htm
1148,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1149,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1150,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1151,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1152,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1153,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1154,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1155,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1156,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1157,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1158,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1159,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1160,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1161,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1162,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1163,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1164,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1165,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1166,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1167,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1168,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1169,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1170,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1171,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1172,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1173,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1174,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1175,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1176,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1177,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1178,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1179,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1180,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1181,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1182,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1183,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1184,讲师,http://cc.nankai.edu.cn/js/list.htm
1185,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1186,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1187,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1188,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1189,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1190,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1191,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1192,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1193,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1194,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1195,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1196,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1197,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1198,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1199,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1200,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1201,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1202,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1203,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1204,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1205,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1206,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1207,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1208,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1209,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1210,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1211,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1212,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1213,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1214,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1215,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1216,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1217,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1218,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1219,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1220,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1221,讲师,http://cc.nankai.edu.cn/js/list.htm
1222,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1223,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1224,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1225,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1226,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1227,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1228,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1229,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1230,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1231,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1232,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1233,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1234,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1235,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1236,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1237,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1238,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1239,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1240,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1241,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1242,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1243,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1244,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1245,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1246,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1247,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1248,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1249,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1250,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1251,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1252,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1253,下一页>>,http://cc.nankai.edu.cn/13291/list2.htm
1254,尾页,http://cc.nankai.edu.cn/13291/list2.htm
1255,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1256,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1257,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1258,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1259,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1260,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1261,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1262,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1263,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1264,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1265,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1266,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1267,讲师,http://cc.nankai.edu.cn/js/list.htm
1268,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1269,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1270,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1271,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1272,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1273,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1274,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1275,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1276,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1277,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1278,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1279,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1280,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1281,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1282,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1283,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1284,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1285,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1286,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1287,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1288,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1289,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1290,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1291,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1292,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1293,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1294,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1295,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1296,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1297,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1298,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1299,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1300,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1301,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1302,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1303,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1304,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1305,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1306,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1307,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1308,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1309,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1310,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1311,讲师,http://cc.nankai.edu.cn/js/list.htm
1312,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1313,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1314,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1315,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1316,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1317,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1318,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1319,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1320,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1321,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1322,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1323,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1324,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1325,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1326,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1327,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1328,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1329,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1330,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1331,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1332,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1333,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1334,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1335,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1336,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1337,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1338,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1339,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1340,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1341,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1342,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1343,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1344,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1345,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1346,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1347,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1348,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1349,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1350,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1351,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1352,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1353,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1354,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1355,讲师,http://cc.nankai.edu.cn/js/list.htm
1356,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1357,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1358,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1359,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1360,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1361,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1362,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1363,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1364,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1365,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1366,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1367,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1368,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1369,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1370,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1371,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1372,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1373,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1374,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1375,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1376,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1377,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1378,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1379,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1380,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1381,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1382,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1383,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1384,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1385,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1386,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1387,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1388,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1389,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1390,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1391,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1392,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1393,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1394,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1395,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1396,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
1397,教授/研究员,http://cc.nankai.edu.cn/jswyjy/list.htm
1398,副教授/副研究员,http://cc.nankai.edu.cn/fjswfyjy/list.htm
1399,讲师,http://cc.nankai.edu.cn/js/list.htm
1400,实验教学队伍,http://cc.nankai.edu.cn/syjxdw/list.htm
1401,博士后,http://cc.nankai.edu.cn/bsh/list.htm
1402,兼职教授,http://cc.nankai.edu.cn/jzjs/list.htm
1403,本科教育,http://cc.nankai.edu.cn/13272/list.htm
1404,研究生教育,http://cc.nankai.edu.cn/13273/list.htm
1405,硕士生导师,http://cc.nankai.edu.cn/13274/list.htm
1406,博士生导师,http://cc.nankai.edu.cn/bssds/list.htm
1407,系所中心,http://cc.nankai.edu.cn/13280/list.htm
1408,学术团队,http://cc.nankai.edu.cn/13281/list.htm
1409,合作院校分布,http://cc.nankai.edu.cn/13289/list.htm
1410,联合培养项目,http://cc.nankai.edu.cn/13290/list.htm
1411,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1412,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1413,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1414,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1415,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1416,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1417,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1418,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1419,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1420,机构设置,http://cc.nankai.edu.cn/xyzsbgs/list.htm
1421,院长信箱,http://cc.nankai.edu.cn/13301/list.htm
1422,最新动态,http://cc.nankai.edu.cn/13291/list.htm
1423,学院公告,http://cc.nankai.edu.cn/13292/list.htm
1424,学生工作通知,http://cc.nankai.edu.cn/13293/list.htm
1425,科研信息,http://cc.nankai.edu.cn/13294/list.htm
1426,本科生教学,http://cc.nankai.edu.cn/13295/list.htm
1427,党团园地,http://cc.nankai.edu.cn/13296/list.htm
1428,研究生招生,http://cc.nankai.edu.cn/13297/list.htm
1429,研究生教学,http://cc.nankai.edu.cn/13298/list.htm
1430,就业信息,http://cc.nankai.edu.cn/13299/list.htm
1431,学院概况,http://cc.nankai.edu.cn/13256/list.htm
1432,学院领导,http://cc.nankai.edu.cn/xxld/list.htm
1433,学院党委,http://cc.nankai.edu.cn/xydw/list.htm
1434,组织结构,http://cc.nankai.edu.cn/13280/list.htm
1435,学科学术分委会,http://cc.nankai.edu.cn/xkxsfwh/list.htm
1436,学位评定分委会,http://cc.nankai.edu.cn/xwpdfwh/list.htm
1437,教代会、工会委员会,http://cc.nankai.edu.cn/jdhwghwyh/list.htm
1438,专业技术职务评审分委员会,http://cc.nankai.edu.cn/zyjszwpsfwh/list.htm
1439,学科结构,http://cc.nankai.edu.cn/13262/list.htm
1440,计算机科学与技术学科,http://cc.nankai.edu.cn/13263/list.htm
